user_name,comment_raw,comment_cleaned,date,news_id,is_reply,collecting_date
shuike,WAPO reported that with dozens of US-CDC experts working FULL-TIME in the WHO - NOTHING IS HIDDEN FROM THE US FROM DAY-1!                 .                 This US accusation is just another US excuse to cut expenses in line with other belt-tightening measures like:                 Cutting aids to 3rd world countries;                 Bullying allies for more Defenses funding;                 No more investments abroad;                 Trade wars & import taxes;                 Failing infrastructures;                 Fast rising unemployment;                 Frantic to restart economy despite pandemic etc                  .                 In short the US is running out of money                  (like the USSR - only in slow motion)!,WAPO reported that with dozens of US-CDC experts working FULL-TIME in the WHO - NOTHING IS HIDDEN FROM THE US FROM DAY-1!                 .                 This US accusation is just another US excuse to cut expenses in line with other belt-tightening measures like:                 Cutting aids to 3rd world countries;                 Bullying allies for more Defenses funding;                 No more investments abroad;                 Trade wars & import taxes;                 Failing infrastructures;                 Fast rising unemployment;                 Frantic to restart economy despite pandemic etc                  .                 In short the US is running out of money                  (like the USSR - only in slow motion)!,2020-04-24T13:59:26+08:00,3081280,False,2020-05-19
[email protected]******,The UK just paid WHO 65m pounds. Gets no credit or mention from Tedros who seems fawningly wedded to China. Trump is correct. This organisation has gone wrong under the Tedros leadership.,The UK just paid WHO 65m pounds. Gets no credit or mention from Tedros who seems fawningly wedded to China. Trump is correct. This organisation has gone wrong under the Tedros leadership.,2020-04-24T04:38:38+08:00,3081280,False,2020-05-19
[email protected]******,@[email protected]******                          I think you're bs-ing us.  Your claim is nowhere to be found.  Provide the source.,@[email protected]******                          I think you're bs-ing us.  Your claim is nowhere to be found.  Provide the source.,2020-04-24T04:56:21+08:00,3081280,False,2020-05-19
[email protected]******,@[email protected]******                          You want to give them credit for paying their bills late?,@[email protected]******                          You want to give them credit for paying their bills late?,2020-04-24T04:52:45+08:00,3081280,False,2020-05-19
SpadeaSpade,"Yet again, China shows international leadership where the United States fails and continues its slide into political and economic irrelevance.                 Well done China!","Yet again, China shows international leadership where the United States fails and continues its slide into political and economic irrelevance.                 Well done China!",2020-04-24T03:56:10+08:00,3081280,False,2020-05-19
arthur parada,If I were China I would not be generous at all I would just ignore WHO. This is very magnanimous,If I were China I would not be generous at all I would just ignore WHO. This is very magnanimous,2020-04-24T03:38:10+08:00,3081280,False,2020-05-19
[email protected]******,Typical tactics ... use WHO as scapegoat!!!!,Typical tactics ... use WHO as scapegoat!!!!,2020-04-24T00:39:08+08:00,3081280,False,2020-05-19
[email protected]******,"""Coronavirus live news: US may never restore funding to World Health Organization, says Mike Pompeo"" -Guardian.                  US continues to lose its moral standing - today it's on par with Zimbabwe.","""Coronavirus live news: US may never restore funding to World Health Organization, says Mike Pompeo"" -Guardian.                  US continues to lose its moral standing - today it's on par with Zimbabwe.",2020-04-24T00:32:58+08:00,3081280,False,2020-05-19
,,,,3081280,False,2020-05-19
[email protected]******,"In the West, every time a Chinese journalist is missing because he is in bed with a cold, they think he was taken away to some dark dungeon. When Fan Bing Bing went 'missing', the same comments were seen, until it was discovered that she was 'held' in a luxurious holiday resort. Westerners are hilarious, always leaping without thinking.","In the West, every time a Chinese journalist is missing because he is in bed with a cold, they think he was taken away to some dark dungeon. When Fan Bing Bing went 'missing', the same comments were seen, until it was discovered that she was 'held' in a luxurious holiday resort. Westerners are hilarious, always leaping without thinking.",2020-04-24T04:36:15+08:00,3081298,False,2020-05-19
[email protected]******,"@[email protected]******                          We Chinese are much better, we never leap even after thinking hard.","@[email protected]******                          We Chinese are much better, we never leap even after thinking hard.",2020-04-24T06:29:47+08:00,3081298,False,2020-05-19
VintageVNvet,"Very good news from and about another very brave Chinese patriot, similar to those who worked to free all Chinese from oppression of invaders of earlier periods,,, especially working with Americans to end very bad conditions prior to WW2.                   Chinese and American people always working together,  early days to now,  to help all global people to realize more actual democracy and freedoms.                   Why cannot more oligarchy understand how clearly they too benefit by helping all beings, all us peons, to more democracy?","Very good news from and about another very brave Chinese patriot, similar to those who worked to free all Chinese from oppression of invaders of earlier periods,,, especially working with Americans to end very bad conditions prior to WW2.                   Chinese and American people always working together,  early days to now,  to help all global people to realize more actual democracy and freedoms.                   Why cannot more oligarchy understand how clearly they too benefit by helping all beings, all us peons, to more democracy?",2020-04-24T03:52:01+08:00,3081298,False,2020-05-19
[email protected]******,In Amerika you can be missing when you got evidence about Covid-19 before Nov. 2019.,In Amerika you can be missing when you got evidence about Covid-19 before Nov. 2019.,2020-04-24T02:26:29+08:00,3081298,False,2020-05-19
[email protected]******,Doing too much quarantine this media will say CCP has no human rights ... doing too little media will say CCP is spreading the virus and covering up!!!!,Doing too much quarantine this media will say CCP has no human rights ... doing too little media will say CCP is spreading the virus and covering up!!!!,2020-04-24T00:36:21+08:00,3081298,False,2020-05-19
[email protected]******,He slipped an anti-Turant Confucius quote at he end of the video which means the communists haven’t broken him fully after all. I’m so grateful he’s alive but the whole time in the video it looked like he had gun pointed at him,He slipped an anti-Turant Confucius quote at he end of the video which means the communists haven’t broken him fully after all. I’m so grateful he’s alive but the whole time in the video it looked like he had gun pointed at him,2020-04-23T23:37:40+08:00,3081298,False,2020-05-19
[email protected]******,The importance of impartiality? Is the CCP impartial?  If you are impartial you may as well be a goose. It means you cant think for youself.,The importance of impartiality? Is the CCP impartial?  If you are impartial you may as well be a goose. It means you cant think for youself.,2020-04-23T23:27:02+08:00,3081298,False,2020-05-19
[email protected]******,That will teach him. Now can somebody remind me why China is like any other country and there is nothing to be scared of?,That will teach him. Now can somebody remind me why China is like any other country and there is nothing to be scared of?,2020-04-23T21:30:01+08:00,3081298,False,2020-05-19
[email protected]******,@[email protected]******                          The next deadly virus no doubt will originate in China again...,@[email protected]******                          The next deadly virus no doubt will originate in China again...,2020-04-23T21:47:13+08:00,3081298,False,2020-05-19
James Wright,"What exactly is the news here? Some random dude got put into quarantine, join the club.","What exactly is the news here? Some random dude got put into quarantine, join the club.",2020-04-23T21:17:23+08:00,3081298,False,2020-05-19
,,,,3081298,False,2020-05-19
TorontoBoy,"You might fault the CCP for suppressing infection info early and unleashing a pandemic, but they are doing testing very well. There is no way to monitor this corona virus unless you test. With no vaccine in sight this is the only way. Good for China.","You might fault the CCP for suppressing infection info early and unleashing a pandemic, but they are doing testing very well. There is no way to monitor this corona virus unless you test. With no vaccine in sight this is the only way. Good for China.",2020-04-24T02:24:36+08:00,3081274,False,2020-05-19
[email protected]******,Testing everywhere in the world is not accurate.Its the norm.                 The standard is still to screen patients.                 So to suddenly create a narrative that China is at fault is unfair.                 Wudan scientists have always collaborated with international scientists and the WHO for decades already.,Testing everywhere in the world is not accurate.Its the norm.                 The standard is still to screen patients.                 So to suddenly create a narrative that China is at fault is unfair.                 Wudan scientists have always collaborated with international scientists and the WHO for decades already.,2020-04-24T00:32:01+08:00,3081274,False,2020-05-19
[email protected]******,But half their tests give false readings... or is that just the ones they sell at exorbitant cost overseas.,But half their tests give false readings... or is that just the ones they sell at exorbitant cost overseas.,2020-04-23T21:32:05+08:00,3081274,False,2020-05-19
王青龙1,@[email protected]******                          Numbskull,@[email protected]******                          Numbskull,2020-04-24T22:12:14+08:00,3081274,False,2020-05-19
[email protected]******,Didn’t China tell everyone that they have the coronavirus in control?,Didn’t China tell everyone that they have the coronavirus in control?,2020-04-23T21:27:04+08:00,3081274,False,2020-05-19
[email protected]******,"According to China police, only the foreigners need to be tested.","According to China police, only the foreigners need to be tested.",2020-04-23T20:45:51+08:00,3081274,False,2020-05-19
王青龙1,"@[email protected]******                          According to you, more like.","@[email protected]******                          According to you, more like.",2020-04-24T22:11:59+08:00,3081274,False,2020-05-19
[email protected]******,This comment was unpublished because it contravened the SCMP's Terms & Conditions.,This comment was unpublished because it contravened the SCMP's Terms & Conditions.,2020-04-23T20:00:33+08:00,3081274,False,2020-05-19
[email protected]******,@[email protected]******                          Hello dear Jgetjj.  Can you confirm any evidence Virus start in Taiwan Province?  We're very concerned.,@[email protected]******                          Hello dear Jgetjj.  Can you confirm any evidence Virus start in Taiwan Province?  We're very concerned.,2020-04-23T22:43:41+08:00,3081274,False,2020-05-19
[email protected]******,@[email protected]******                          Haha haha... the best laugh I’ve had since Winnie met Trump.  The world knows it was created in China and the world is about to make China pay.,@[email protected]******                          Haha haha... the best laugh I’ve had since Winnie met Trump.  The world knows it was created in China and the world is about to make China pay.,2020-04-23T21:34:12+08:00,3081274,False,2020-05-19
,,,,3081274,False,2020-05-19
[email protected]******,France is always independent - good for her.  Did you know France provided military aid to American colonialists to help them defeat their British overlords?  And what did they get in return once the Yanks gained their independence?  Nothing.,France is always independent - good for her.  Did you know France provided military aid to American colonialists to help them defeat their British overlords?  And what did they get in return once the Yanks gained their independence?  Nothing.,2020-04-24T01:13:59+08:00,3081254,False,2020-05-19
[email protected]******,China likes divide and rule because it works. How did it sign Italy up to Belt and Road? It knew Italy was weak  and greedy for money with corrupt politicians like Berlusconi.,China likes divide and rule because it works. How did it sign Italy up to Belt and Road? It knew Italy was weak  and greedy for money with corrupt politicians like Berlusconi.,2020-04-23T19:56:38+08:00,3081254,False,2020-05-19
王青龙1,@[email protected]******                          Deal with it ;),@[email protected]******                          Deal with it ;),2020-04-24T22:10:04+08:00,3081254,False,2020-05-19
[email protected]******,"@[email protected]******                          Nobody divides and conquer like the British, they were the masters at turning one ethnic group against the other to disastrous results.  They turned Palestinians and Israelis against each other.  Hindus and Muslims.  Tamils and Sinhalese.  HK Chinese against its motherland.  All the African tribes.  Many more!","@[email protected]******                          Nobody divides and conquer like the British, they were the masters at turning one ethnic group against the other to disastrous results.  They turned Palestinians and Israelis against each other.  Hindus and Muslims.  Tamils and Sinhalese.  HK Chinese against its motherland.  All the African tribes.  Many more!",2020-04-24T01:17:17+08:00,3081254,False,2020-05-19
James Wright,"@[email protected]******                          Right...so ""Divide and Rule"" is an exclusive tactic employed ONLY by China.....nice one Einstein. Smartest thing I read all day. Someone should give you a medal for that.","@[email protected]******                          Right...so ""Divide and Rule"" is an exclusive tactic employed ONLY by China.....nice one Einstein. Smartest thing I read all day. Someone should give you a medal for that.",2020-04-23T21:25:58+08:00,3081254,False,2020-05-19
Peter Combs,"the French have their own style, but for the CCP to think  they are not on Frances radar for retribution would be a mistake. The CCP is just so ignorantly simplistic in their backward thinking they do not understand what's actually happening abroad.  Factories have been ordered to re-open by the Gov't, however they have no orders and no money to pay employees. This will not be getting better as foreign companies look to India, Indonesia and elsewhere for goods being made. The CCP crushed what little trust their was in them...it's over. The World does not need CHina, simple as that, but China desperately need the world to survivie.","the French have their own style, but for the CCP to think  they are not on Frances radar for retribution would be a mistake. The CCP is just so ignorantly simplistic in their backward thinking they do not understand what's actually happening abroad.  Factories have been ordered to re-open by the Gov't, however they have no orders and no money to pay employees. This will not be getting better as foreign companies look to India, Indonesia and elsewhere for goods being made. The CCP crushed what little trust their was in them...it's over. The World does not need CHina, simple as that, but China desperately need the world to survivie.",2020-04-23T19:26:48+08:00,3081254,False,2020-05-19
LoveFreedom,Wang Yi is a little weasel.,Wang Yi is a little weasel.,2020-04-23T18:49:04+08:00,3081254,False,2020-05-19
James Wright,@LoveFreedom                          Takes one to know one,@LoveFreedom                          Takes one to know one,2020-04-23T21:27:25+08:00,3081254,False,2020-05-19
,,,,3081254,False,2020-05-19
arthur parada,I will never get an EV of any type personally,I will never get an EV of any type personally,2020-04-24T04:51:14+08:00,3081262,False,2020-05-19
,,,,3081262,False,2020-05-19
,,,,3081214,False,2020-05-19
straw walker,"Vancouver BC has a major problem that's quickly developing, which has been directly caused by the Wuhan Virus.                 Many small businesses are facing hardships and many will fail over the next few months, but the sector of the economy that is flourishing and expanding is the Chinese drug laundering front companies.                   The Triad Chinese gang 14K from Hong Kong now resides in Vancouver and upwards of 30% of every dollar spent in Vancouver ends up in one of their front companies. Whether your buying a car from one of their chain of auto dealers , or buying fish which has been caught by a licence owned by them or your grandmother resides in a care home that they use as a front comp.or whether you  buy groceries from one of their food chains or when you go on a vacation to a colonial town , Niagara on the Lake    on the whole front street is owned by Chinese drug money.                 It doesn't matter Chinese and their drug money is there, including a growing industry of financing secondary mortgages to failing Canadians and their business.                 Gang money will eventually fiance much of the next decade from their front mortgage companies.This needs to end","Vancouver BC has a major problem that's quickly developing, which has been directly caused by the Wuhan Virus.                 Many small businesses are facing hardships and many will fail over the next few months, but the sector of the economy that is flourishing and expanding is the Chinese drug laundering front companies.                   The Triad Chinese gang 14K from Hong Kong now resides in Vancouver and upwards of 30% of every dollar spent in Vancouver ends up in one of their front companies. Whether your buying a car from one of their chain of auto dealers , or buying fish which has been caught by a licence owned by them or your grandmother resides in a care home that they use as a front comp.or whether you  buy groceries from one of their food chains or when you go on a vacation to a colonial town , Niagara on the Lake    on the whole front street is owned by Chinese drug money.                 It doesn't matter Chinese and their drug money is there, including a growing industry of financing secondary mortgages to failing Canadians and their business.                 Gang money will eventually fiance much of the next decade from their front mortgage companies.This needs to end",2020-04-25T00:40:25+08:00,3081162,False,2020-05-19
doubleline,"Well, even when the new bank loans are all channeled ""correctly"" to the country's SMEs and not leaked into the property sector, the profit-making commercial banks in China can hardly avoid incurring much bad or non-performing loans years later, especially when those lending can't be risk-compensated by high enough interest rates, or backed up by suitable collaterals.                 ---                 According to a survey by Chinese Academy of Social Sciences (中国社会科学院), on average 90% of the country's SMES will die in 5 years, and of the remaining 10%, another 90% will also disappear in the next 5 years.                 That means within 10 years, only 1% of them will remain.","Well, even when the new bank loans are all channeled ""correctly"" to the country's SMEs and not leaked into the property sector, the profit-making commercial banks in China can hardly avoid incurring much bad or non-performing loans years later, especially when those lending can't be risk-compensated by high enough interest rates, or backed up by suitable collaterals.                 ---                 According to a survey by Chinese Academy of Social Sciences (中国社会科学院), on average 90% of the country's SMES will die in 5 years, and of the remaining 10%, another 90% will also disappear in the next 5 years.                 That means within 10 years, only 1% of them will remain.",2020-04-23T15:52:11+08:00,3081162,False,2020-05-19
[email protected]******,"Nothing new, it’s happening all the time.","Nothing new, it’s happening all the time.",2020-04-23T13:35:20+08:00,3081162,False,2020-05-19
,,,,3081162,False,2020-05-19
,,,,3081055,False,2020-05-19
GodsaveHK,The waiting planes being sent home empty is clear retaliation from the Huawei arrest and the very recent criticism of the arrests for hk pan dems.  The Chinese  government spokespeople went so far as to say  they don’t force planes to leave if they wait too long.  It was a clear message of tit for tat.,The waiting planes being sent home empty is clear retaliation from the Huawei arrest and the very recent criticism of the arrests for hk pan dems.  The Chinese  government spokespeople went so far as to say  they don’t force planes to leave if they wait too long.  It was a clear message of tit for tat.,2020-04-24T16:48:29+08:00,3081145,False,2020-05-19
[email protected]******,Just can't understand western countries continue to heavily rely on China for its medical supplies while they are capable of producing their own. The heavy reliance gives China the opportunity to blackmail other countries.,Just can't understand western countries continue to heavily rely on China for its medical supplies while they are capable of producing their own. The heavy reliance gives China the opportunity to blackmail other countries.,2020-04-23T12:53:23+08:00,3081145,False,2020-05-19
Roger Ng1,Canada should speak with Australia about re-deploying some of the millions of recently unemployed to the manufacture of PPE. It won't happen overnight but it's already happening. This won't be a problem for much longer. I compare it to the rush on toilet paper in the early days of the virus. That idiocy died down soon enough as local manufacturing was ramped up. This will too.The shortage of PPE was created by Chinese SOEs exporting hundreds of tonnes of it back to China under orders by their leaders in January and February while some Western leaders were still comparing the virus to a flu.,Canada should speak with Australia about re-deploying some of the millions of recently unemployed to the manufacture of PPE. It won't happen overnight but it's already happening. This won't be a problem for much longer. I compare it to the rush on toilet paper in the early days of the virus. That idiocy died down soon enough as local manufacturing was ramped up. This will too.The shortage of PPE was created by Chinese SOEs exporting hundreds of tonnes of it back to China under orders by their leaders in January and February while some Western leaders were still comparing the virus to a flu.,2020-04-23T07:00:09+08:00,3081145,False,2020-05-19
,,,,3081145,False,2020-05-19
[email protected]******,Americans panic when they think about national guard in their towns?,Americans panic when they think about national guard in their towns?,2020-04-23T23:42:06+08:00,3081137,False,2020-05-19
Grace USA,"Imagine that, the are Chinese lying for political gain.                 Integrity and truth are Western concepts after all.","Imagine that, the are Chinese lying for political gain.                 Integrity and truth are Western concepts after all.",2020-04-23T21:24:17+08:00,3081137,False,2020-05-19
[email protected]******,@Grace USA                          Truth about weapons of mass destruction in Iraq?,@Grace USA                          Truth about weapons of mass destruction in Iraq?,2020-04-23T23:43:28+08:00,3081137,False,2020-05-19
Jinkeloid,"Why create panic with coronavirus when it’s easier to stroke the fire from the radical-right?                 If I’m one of the Chinese spies that is capable of sending messages to US mobile phones without getting caught, downplaying the virus would be far more effective.                 Drive those unemployed to the streets, increase the current tension between right and left, this may not only setback the quarantine effort made by US, but can also cause further disruption.Even an average joe from nowhere like me have better ideas at crippling United States than those “Chinese spies” made out of “six American officials who spoke on condition of anonymity”.","Why create panic with coronavirus when it’s easier to stroke the fire from the radical-right?                 If I’m one of the Chinese spies that is capable of sending messages to US mobile phones without getting caught, downplaying the virus would be far more effective.                 Drive those unemployed to the streets, increase the current tension between right and left, this may not only setback the quarantine effort made by US, but can also cause further disruption.Even an average joe from nowhere like me have better ideas at crippling United States than those “Chinese spies” made out of “six American officials who spoke on condition of anonymity”.",2020-04-23T21:01:59+08:00,3081137,False,2020-05-19
Nofoolish,"This is more likely true. The same way the US has its own way to try and influence in China. And basically all other countries in the world do the same to each others. And then they shake hands, as best friends. The thing is that in this situation, it might backfire and be used as a strong narrative to amplify the anti-Chinese sentiment in the US, which is already high (the same way China is building an anti-US sentiment based on home propaganda). And it will only increase both sides, Cold War II is on!","This is more likely true. The same way the US has its own way to try and influence in China. And basically all other countries in the world do the same to each others. And then they shake hands, as best friends. The thing is that in this situation, it might backfire and be used as a strong narrative to amplify the anti-Chinese sentiment in the US, which is already high (the same way China is building an anti-US sentiment based on home propaganda). And it will only increase both sides, Cold War II is on!",2020-04-23T10:54:08+08:00,3081137,False,2020-05-19
[email protected]******,"I'm not surprised SCMP is having to make cutbacks when they keep coming out with these types of parroting reports based on what someone in the US accused China of, without any proven evidence to back up claims. SCMP is becoming a mouthpiece for the US, if not already. If it's a quantity thing, SCMP should be able to come out with daily reports on the US propaganda machine, but it doesn't because SCMP is pro-Western biased and spends most of its time looking for things to criticize and demonize China for.","I'm not surprised SCMP is having to make cutbacks when they keep coming out with these types of parroting reports based on what someone in the US accused China of, without any proven evidence to back up claims. SCMP is becoming a mouthpiece for the US, if not already. If it's a quantity thing, SCMP should be able to come out with daily reports on the US propaganda machine, but it doesn't because SCMP is pro-Western biased and spends most of its time looking for things to criticize and demonize China for.",2020-04-23T10:48:00+08:00,3081137,False,2020-05-19
PS Chang,No one does disinformation better than trump!,No one does disinformation better than trump!,2020-04-23T09:49:49+08:00,3081137,False,2020-05-19
[email protected]******,"This is probably one of the worst case of wolf crying wolf. I’m sorry this is giving China way too much credit with their ability to influence international media. There is only one country in the world with this kind of influence, experience and clout and it is the USA. When the virus was first announced the US saw this as a way further discredit China. They fueled the media fire hard across the globe. Trust me China has no way of disseminating information of the front page of international media channels. That can only be done by the US. In fact go look up historical articles and read the narratives. The discrediting backfired due to the American arrogance and now they are trying to say China causes the panic....? The funny thing if the Americans just weren’t so keen to crush China, the panic wouldn’t be greater than the pain. But the US clearly shot a gun that they didn’t know how to use and ended up shooting themselves in the leg. I wonder everyday how some Americans look themselves in the mirror with a straight face and tell themselves they can do no wrong.","This is probably one of the worst case of wolf crying wolf. I’m sorry this is giving China way too much credit with their ability to influence international media. There is only one country in the world with this kind of influence, experience and clout and it is the USA. When the virus was first announced the US saw this as a way further discredit China. They fueled the media fire hard across the globe. Trust me China has no way of disseminating information of the front page of international media channels. That can only be done by the US. In fact go look up historical articles and read the narratives. The discrediting backfired due to the American arrogance and now they are trying to say China causes the panic....? The funny thing if the Americans just weren’t so keen to crush China, the panic wouldn’t be greater than the pain. But the US clearly shot a gun that they didn’t know how to use and ended up shooting themselves in the leg. I wonder everyday how some Americans look themselves in the mirror with a straight face and tell themselves they can do no wrong.",2020-04-23T09:23:33+08:00,3081137,False,2020-05-19
Wen Zhongjie,"O.M.G, Chinese agents are so powerful, even can control individual's mobile in U.S.  what a funny news.","O.M.G, Chinese agents are so powerful, even can control individual's mobile in U.S.  what a funny news.",2020-04-23T09:05:51+08:00,3081137,False,2020-05-19
[email protected]******,This comment was unpublished because it contravened the SCMP's Terms & Conditions.,This comment was unpublished because it contravened the SCMP's Terms & Conditions.,2020-04-23T09:08:00+08:00,3081137,False,2020-05-19
,,,,3081137,False,2020-05-19
[email protected]******,"When did Singapore ever tighten the restriction of movement and then relaxed? Singapore has always ramp the restriction step by step in a systematic manner.                  As usual. whenever China faces any problem, they will try to find fault and deflect onto others.","When did Singapore ever tighten the restriction of movement and then relaxed? Singapore has always ramp the restriction step by step in a systematic manner.                  As usual. whenever China faces any problem, they will try to find fault and deflect onto others.",2020-04-24T14:44:06+08:00,3081126,False,2020-05-19
Yew Kee Wong,"This China epidemiologist is trying to deflect his country's mistake of opening and then closing schools to Singapore. Talking totally nonsense. Singapore only close schools 3 weeks ago. The ""circuit breaker"" or partial shutdown is due to the foreign workers situation.                 So, please get your facts right before talking.","This China epidemiologist is trying to deflect his country's mistake of opening and then closing schools to Singapore. Talking totally nonsense. Singapore only close schools 3 weeks ago. The ""circuit breaker"" or partial shutdown is due to the foreign workers situation.                 So, please get your facts right before talking.",2020-04-24T12:58:59+08:00,3081126,False,2020-05-19
[email protected]******,"Singapore never relaxed disease control and prevention, is a mistake to trust Taiwan in producing mask in Taiwan that ban mask export to Singapore.                 China, HK and Taiwan has sufficient mask to protect their citizen nothing special.                  Singapore identified migrant workers are prone to spreading and start mass testing on migrant workers. Confirm case spiked and many think Singapore failed to contain this pandemic. China is to start large scale testing soon, number will spike too, is China learning from Singapore doing mass testing ?","Singapore never relaxed disease control and prevention, is a mistake to trust Taiwan in producing mask in Taiwan that ban mask export to Singapore.                 China, HK and Taiwan has sufficient mask to protect their citizen nothing special.                  Singapore identified migrant workers are prone to spreading and start mass testing on migrant workers. Confirm case spiked and many think Singapore failed to contain this pandemic. China is to start large scale testing soon, number will spike too, is China learning from Singapore doing mass testing ?",2020-04-24T11:42:59+08:00,3081126,False,2020-05-19
[email protected]******,"“We don’t want to fall into the same situation as Singapore: they relaxed their disease control and prevention too much and too quickly – that can easily lead to a resurgence,” he said. “Now it has reintroduced tough measures after reporting more new cases. We can’t afford this back and forth.”  Did Singapore go back and forth on school opening and closure?                 All along Singapore position is that when risks are low, school can remain open.","“We don’t want to fall into the same situation as Singapore: they relaxed their disease control and prevention too much and too quickly – that can easily lead to a resurgence,” he said. “Now it has reintroduced tough measures after reporting more new cases. We can’t afford this back and forth.”  Did Singapore go back and forth on school opening and closure?                 All along Singapore position is that when risks are low, school can remain open.",2020-04-23T11:53:45+08:00,3081126,False,2020-05-19
